City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,arlit,18.7369,7.3853,31.84,7,44,5.49,NE,2023-03-06 17:47:57
303,nuuk,64.1835,-51.7216,5.34,52,0,1.03,GL,2023-03-06 17:47:57
304,fortuna,40.5982,-124.1573,5.37,95,75,7.72,US,2023-03-06 17:47:57
305,ovsyanka,55.9575,92.5519,-4.32,95,100,2.69,RU,2023-03-06 17:47:57
306,omsukchan,62.5333,155.8,-27.34,96,91,0.8,RU,2023-03-06 17:47:58
307,cockburn town,21.4612,-71.1419,26.98,61,40,5.14,TC,2023-03-06 17:47:58
308,geraldton,-28.7667,114.6,18.23,77,0,3.6,AU,2023-03-06 17:47:58
309,mitsamiouli,-11.3847,43.2844,27.67,71,96,4.35,KM,2023-03-06 17:47:58
310,biltine,14.5333,20.9167,30.9,11,71,4.73,TD,2023-03-06 17:47:58
311,san antonio,29.4241,-98.4936,23.82,81,100,4.63,US,2023-03-06 17:47:59
312,saint george,37.1041,-113.5841,10.14,49,75,1.34,US,2023-03-06 17:47:59
313,zunyi,27.6867,106.9072,12.74,93,100,1.56,CN,2023-03-06 17:47:59
314,flin flon,54.7682,-101.865,-21.09,59,20,4.63,CA,2023-03-06 17:47:59
315,mucuri,-18.0864,-39.5508,29.02,67,100,6.94,BR,2023-03-06 17:47:59
316,koslan,63.4564,48.8989,-14.53,97,100,2.1,RU,2023-03-06 17:47:59
317,yabrud,33.9674,36.6574,6.72,56,1,2.1,SY,2023-03-06 17:47:59
318,glodeni,47.7708,27.5144,4.3,58,95,2.13,MD,2023-03-06 17:48:00
319,mutoko,-17.397,32.2268,19.59,87,71,2.88,ZW,2023-03-06 17:48:00
320,wewak,-3.5534,143.6268,24.71,87,100,6.3,PG,2023-03-06 17:48:00
321,umm lajj,25.0213,37.2685,25.44,68,39,2.21,SA,2023-03-06 17:45:43
322,igra,57.5558,53.0547,-5.03,97,100,1.62,RU,2023-03-06 17:48:00
323,urusha,54.05,122.9,-21.05,97,94,1.5,RU,2023-03-06 17:47:45
324,nouadhibou,20.931,-17.0347,23.99,53,2,6.69,MR,2023-03-06 17:48:00
325,innisfail,-17.5333,146.0333,22.32,91,98,0.95,AU,2023-03-06 17:48:01
326,ulaanbaatar,47.9077,106.8832,1.07,64,75,2.0,MN,2023-03-06 17:42:10
327,dongzhen,22.3797,110.9389,17.44,71,2,0.72,CN,2023-03-06 17:48:01
328,acari,-15.4311,-74.6158,29.53,52,84,4.86,PE,2023-03-06 17:48:01
329,chernyshevskiy,63.0128,112.4714,-37.25,100,23,0.9,RU,2023-03-06 17:48:01
330,college,64.8569,-147.8028,-10.82,82,100,0.0,US,2023-03-06 17:48:02
331,dunedin,-45.8742,170.5036,11.56,84,43,1.74,NZ,2023-03-06 17:45:09
332,quatre cocos,-20.2078,57.7625,26.06,86,100,1.61,MU,2023-03-06 17:48:02
333,narsaq,60.9167,-46.05,13.12,89,9,0.34,GL,2023-03-06 17:48:02
334,cabra,37.4725,-4.4421,10.42,89,100,2.32,ES,2023-03-06 17:48:02
335,pavlodar,52.3,76.95,-1.11,80,40,8.0,KZ,2023-03-06 17:48:03
336,barra patuca,15.8,-84.2833,28.25,57,66,4.44,HN,2023-03-06 17:48:03
337,hofn,64.2539,-15.2082,-4.99,54,20,10.29,IS,2023-03-06 17:48:03
338,puerto ayora,-0.7393,-90.3518,28.98,82,64,3.58,EC,2023-03-06 17:48:03
339,baruun-urt,46.6806,113.2792,2.15,35,94,7.15,MN,2023-03-06 17:48:03
340,tamworth,52.634,-1.6959,7.18,91,100,4.69,GB,2023-03-06 17:47:54
341,bria,6.5423,21.9863,31.16,17,16,1.66,CF,2023-03-06 17:48:04
342,sao jose da coroa grande,-8.8978,-35.1478,29.11,61,100,5.39,BR,2023-03-06 17:48:04
343,port-gentil,-0.7193,8.7815,27.98,74,75,6.17,GA,2023-03-06 17:48:04
344,arivonimamo,-19.0167,47.1833,18.03,95,100,2.72,MG,2023-03-06 17:48:04
345,puerto madryn,-42.7692,-65.0385,32.2,17,6,7.11,AR,2023-03-06 17:45:57
346,piombino,42.9348,10.5221,13.02,70,4,2.24,IT,2023-03-06 17:48:04
347,oxbow,49.2333,-102.1676,-16.87,69,55,3.94,CA,2023-03-06 17:48:05
348,temba,-25.3803,28.2631,26.72,30,35,2.35,ZA,2023-03-06 17:48:05
349,asfi,32.2994,-9.2372,16.9,82,98,2.45,MA,2023-03-06 17:47:05
350,nemuro,43.3236,145.575,0.1,91,2,4.63,JP,2023-03-06 17:48:05
351,clyde river,70.4692,-68.5914,-10.87,85,75,1.54,CA,2023-03-06 17:48:05
352,leigh,53.4833,-2.5167,6.54,78,100,1.79,GB,2023-03-06 17:48:05
353,contamana,-7.3333,-75.0167,28.11,72,100,1.49,PE,2023-03-06 17:48:06
354,dakar,14.6937,-17.4441,37.49,57,0,3.09,SN,2023-03-06 17:45:39
355,ibra,22.6906,58.5334,22.93,44,0,3.23,OM,2023-03-06 17:48:06
356,lima,-12.0432,-77.0282,26.14,57,0,5.66,PE,2023-03-06 17:48:01
357,jalu,29.0331,21.5482,17.51,34,66,3.38,LY,2023-03-06 17:48:06
358,tsaratanana,-16.7833,47.65,21.43,88,100,0.5,MG,2023-03-06 17:48:06
359,taylor,32.3001,-99.8337,25.1,53,0,5.66,US,2023-03-06 17:48:06
360,palu,-0.8917,119.8707,24.27,94,100,0.51,ID,2023-03-06 17:48:07
361,souillac,-20.5167,57.5167,26.21,83,75,2.06,MU,2023-03-06 17:48:07
362,naze,28.3667,129.4833,9.51,58,0,2.57,JP,2023-03-06 17:48:07
363,karatu,-3.3333,35.6667,21.21,36,23,3.04,TZ,2023-03-06 17:48:07
364,meulaboh,4.1363,96.1285,24.35,87,11,1.61,ID,2023-03-06 17:48:07
365,cidreira,-30.1811,-50.2056,22.88,94,100,5.39,BR,2023-03-06 17:48:07
366,kilindoni,-7.9139,39.6668,27.2,76,94,6.75,TZ,2023-03-06 17:48:07
367,lagoa,39.05,-27.9833,16.21,86,85,11.41,PT,2023-03-06 17:48:08
368,churapcha,62.0025,132.4325,-20.24,100,100,0.77,RU,2023-03-06 17:48:08
369,kongwa,-6.2,36.4167,20.88,67,83,2.03,TZ,2023-03-06 17:48:08
370,marulanda,5.2839,-75.2602,17.05,65,100,1.85,CO,2023-03-06 17:48:08
371,sambava,-14.2667,50.1667,27.04,84,100,2.7,MG,2023-03-06 17:48:08
372,araouane,18.9048,-3.5265,29.99,7,84,4.59,ML,2023-03-06 17:48:08
373,naberera,-4.2,36.9333,21.89,43,71,7.08,TZ,2023-03-06 17:48:09
374,darnah,32.767,22.6367,14.87,66,8,5.79,LY,2023-03-06 17:48:09
375,kutum,14.2,24.6667,25.95,17,2,4.69,SD,2023-03-06 17:48:09
376,narva-joesuu,59.4589,28.0408,-7.56,97,95,1.59,EE,2023-03-06 17:43:24
377,sola,-13.8833,167.55,27.32,75,79,4.87,VU,2023-03-06 17:48:09
378,methoni,36.8197,21.7049,13.45,70,26,4.45,GR,2023-03-06 17:48:09
379,deputatskiy,69.3,139.9,-24.33,98,100,1.46,RU,2023-03-06 17:43:26
380,zhanaozen,43.3,52.8,9.33,77,98,7.11,KZ,2023-03-06 17:44:52
381,syracuse,37.0881,15.2792,10.77,79,79,5.36,IT,2023-03-06 17:48:10
382,murgab,37.4966,61.9714,17.93,36,75,0.0,TM,2023-03-06 17:48:10
383,jiangyou,31.7667,104.7167,12.89,88,76,0.44,CN,2023-03-06 17:48:10
384,tasiilaq,65.6145,-37.6368,-3.91,79,33,4.2,GL,2023-03-06 17:48:10
385,anadyr,64.75,177.4833,-28.72,69,0,6.0,RU,2023-03-06 17:48:10
386,santa luzia,-19.7697,-43.8514,32.08,48,40,3.09,BR,2023-03-06 17:48:10
387,fethiye,36.6217,29.1164,11.93,75,10,1.63,TR,2023-03-06 17:47:01
388,tortoli,39.9256,9.6572,12.9,82,40,2.57,IT,2023-03-06 17:48:10
389,channel-port aux basques,47.5702,-59.1367,-0.71,82,100,6.26,CA,2023-03-06 17:48:11
390,biak,-0.9131,122.8766,24.98,78,98,1.52,ID,2023-03-06 17:48:11
391,cap malheureux,-19.9842,57.6142,24.7,87,100,3.75,MU,2023-03-06 17:48:11
392,olafsvik,64.8945,-23.7142,-3.0,57,65,4.85,IS,2023-03-06 17:48:11
393,talnakh,69.4865,88.3972,-21.0,96,100,3.42,RU,2023-03-06 17:48:11
394,benidorm,38.5382,-0.131,19.05,58,64,4.11,ES,2023-03-06 17:47:30
395,comodoro rivadavia,-45.8667,-67.5,20.92,46,40,7.72,AR,2023-03-06 17:48:12
396,mehamn,71.0357,27.8492,-10.05,67,20,5.14,NO,2023-03-06 17:48:12
397,mogadishu,2.0371,45.3438,25.66,86,14,10.62,SO,2023-03-06 17:47:59
398,los andes,-32.8337,-70.5983,27.23,31,0,4.52,CL,2023-03-06 17:48:12
399,kaset sombun,16.2805,101.9542,23.06,49,0,1.03,TH,2023-03-06 17:48:12
400,roswell,34.0232,-84.3616,24.43,62,0,1.54,US,2023-03-06 17:48:12
401,esna,25.2934,32.554,25.41,18,68,10.0,EG,2023-03-06 17:48:13
402,nizhneudinsk,54.9076,99.0276,-10.76,95,77,1.34,RU,2023-03-06 17:48:13
403,sarangani,5.4033,125.4636,27.29,76,82,3.81,PH,2023-03-06 17:48:13
404,ozinki,51.1786,49.6769,-3.62,94,93,0.52,RU,2023-03-06 17:48:13
405,uruzgan,32.8333,66.0,10.95,54,63,2.68,AF,2023-03-06 17:48:13
406,markapur,15.7333,79.2833,23.21,49,0,1.04,IN,2023-03-06 17:48:13
407,chumikan,54.7183,135.315,-7.8,96,100,3.29,RU,2023-03-06 17:48:14
408,birjand,32.8663,59.2211,11.26,28,0,3.09,IR,2023-03-06 17:48:14
409,korcula,42.9622,17.1369,13.71,68,16,6.82,HR,2023-03-06 17:48:14
410,ancud,-41.8697,-73.8203,11.8,95,100,5.06,CL,2023-03-06 17:48:14
411,carutapera,-1.195,-46.02,27.02,87,94,3.48,BR,2023-03-06 17:48:15
412,basar,27.9833,94.6667,14.38,83,62,1.06,IN,2023-03-06 17:48:15
413,badou,7.5833,0.6,29.87,53,72,1.98,TG,2023-03-06 17:48:15
414,mpulungu,-8.7623,31.1141,23.64,82,100,1.76,ZM,2023-03-06 17:48:15
415,muborak,39.2553,65.1528,19.07,41,3,4.96,UZ,2023-03-06 17:48:15
416,norrtalje,59.758,18.705,-3.09,76,72,1.17,SE,2023-03-06 17:44:33
417,sao filipe,14.8961,-24.4956,23.43,70,91,4.94,CV,2023-03-06 17:48:15
418,mbaiki,3.8678,17.9892,30.07,24,68,1.21,CF,2023-03-06 17:48:16
419,goderich,43.7501,-81.7165,3.28,87,100,5.14,CA,2023-03-06 17:48:16
420,marquette,46.5333,-87.6335,0.14,94,100,3.58,US,2023-03-06 17:48:16
421,ambon,-3.6954,128.1814,25.13,16,40,2.06,ID,2023-03-06 17:48:16
422,owase,34.0667,136.2,8.27,55,0,2.55,JP,2023-03-06 17:48:16
423,sangar,63.9242,127.4739,-25.88,99,96,1.17,RU,2023-03-06 17:46:26
424,haines junction,60.7522,-137.5108,-14.03,72,100,0.51,CA,2023-03-06 17:48:17
425,bud,39.447,-86.1758,21.92,45,98,7.58,US,2023-03-06 17:48:17
426,mujiayingzi,42.1167,118.7833,5.13,27,3,3.13,CN,2023-03-06 17:48:17
427,nelson bay,-32.7167,152.15,25.56,69,1,2.68,AU,2023-03-06 17:48:17
428,zlatoust,55.1711,59.6508,-8.34,79,87,6.26,RU,2023-03-06 17:44:30
429,inuvik,68.3499,-133.7218,-26.52,76,20,3.6,CA,2023-03-06 17:48:17
430,quchan,37.106,58.5095,13.72,37,48,3.43,IR,2023-03-06 17:47:44
431,abu samrah,35.3029,37.1841,11.0,78,1,8.8,SY,2023-03-06 17:48:18
432,almaznyy,48.0448,40.045,-0.44,57,63,1.51,RU,2023-03-06 17:48:18
433,sitka,57.0531,-135.33,-5.06,46,0,0.0,US,2023-03-06 17:48:18
434,arkadak,51.9326,43.4978,-9.45,96,30,2.5,RU,2023-03-06 17:48:18
435,wenling,28.3669,121.36,11.27,77,9,2.43,CN,2023-03-06 17:48:18
436,mongo,12.1844,18.693,31.87,8,42,2.83,TD,2023-03-06 17:48:19
437,werl,51.55,7.9167,4.35,77,100,4.12,DE,2023-03-06 17:48:19
438,labis,2.385,103.021,22.34,93,22,1.26,MY,2023-03-06 17:48:19
439,amos,48.5669,-78.1162,-3.53,79,89,4.21,CA,2023-03-06 17:48:19
440,lulea,65.5842,22.1547,-13.96,92,0,0.0,SE,2023-03-06 17:44:05
441,enshi,30.3,109.4833,13.95,94,100,0.4,CN,2023-03-06 17:48:19
442,mentougou,39.9392,116.0917,8.52,21,0,1.29,CN,2023-03-06 17:48:20
443,matara,5.9485,80.5353,23.94,89,22,3.78,LK,2023-03-06 17:45:42
444,leh,34.1667,77.5833,-14.43,76,54,1.42,IN,2023-03-06 17:47:21
445,alice springs,-23.7,133.8833,23.75,29,25,3.6,AU,2023-03-06 17:48:20
446,harper,4.375,-7.7169,28.24,76,82,4.75,LR,2023-03-06 17:48:20
447,inhambane,-23.865,35.3833,26.99,74,20,3.7,MZ,2023-03-06 17:48:20
448,villanueva de cordoba,38.3228,-4.6287,7.89,98,100,2.51,ES,2023-03-06 17:48:20
449,santa rita,-7.1139,-34.9781,30.37,62,40,6.69,BR,2023-03-06 17:48:20
450,ullapool,57.8987,-5.1604,1.31,83,100,3.69,GB,2023-03-06 17:48:21
451,casablanca,33.5928,-7.6192,21.01,64,75,4.12,MA,2023-03-06 17:48:21
452,edson,53.5835,-116.4356,-16.92,78,100,3.09,CA,2023-03-06 17:48:21
453,konakovo,56.7,36.7667,-7.32,94,100,2.76,RU,2023-03-06 17:48:21
454,alihe,50.5667,123.7167,-12.06,95,74,0.61,CN,2023-03-06 17:48:21
455,port blair,11.6667,92.75,27.02,78,40,1.03,IN,2023-03-06 17:48:21
456,billings,45.7833,-108.5007,-3.17,86,100,3.13,US,2023-03-06 17:48:22
457,kanchanaburi,14.6333,99.1,22.57,55,0,1.37,TH,2023-03-06 17:48:22
458,cobija,-11.0267,-68.7692,32.1,70,75,2.06,BO,2023-03-06 17:48:22
459,maureni,45.4039,21.5025,9.69,62,96,2.98,RO,2023-03-06 17:48:22
460,stephenville,32.2207,-98.2023,25.14,59,0,6.17,US,2023-03-06 17:48:22
461,mizdah,31.4451,12.9801,16.77,17,64,1.77,LY,2023-03-06 17:48:22
462,ghanzi,-21.5667,21.7833,26.13,51,69,7.41,BW,2023-03-06 17:48:22
463,oyem,1.5995,11.5793,24.16,82,83,1.58,GA,2023-03-06 17:48:23
464,svetlyy,54.675,20.1347,-0.97,78,84,2.04,RU,2023-03-06 17:48:23
465,vardo,70.3705,31.1107,-10.01,62,40,5.66,NO,2023-03-06 17:48:23
466,khandyga,62.6667,135.6,-19.73,100,100,0.49,RU,2023-03-06 17:48:23
467,ponta delgada,37.7333,-25.6667,16.4,88,75,8.23,PT,2023-03-06 17:48:23
468,koungheul,13.9833,-14.8,37.07,12,100,1.81,SN,2023-03-06 17:48:24
469,luena,-11.7833,19.9167,17.66,94,98,1.67,AO,2023-03-06 17:48:24
470,mabaruma,8.2,-59.7833,28.69,57,92,3.26,GY,2023-03-06 17:48:24
471,zarya,55.7553,38.0958,-3.79,94,84,2.64,RU,2023-03-06 17:48:24
472,ayan,56.45,138.1667,-12.73,83,100,2.06,RU,2023-03-06 17:48:24
473,fomboni,-12.28,43.7425,28.45,73,100,5.79,KM,2023-03-06 17:48:25
474,concarneau,47.875,-3.9225,7.16,72,98,3.61,FR,2023-03-06 17:43:33
475,cooma,-36.2333,149.1333,12.29,48,3,4.34,AU,2023-03-06 17:48:25
476,betare oya,5.6,14.0833,29.46,21,84,0.89,CM,2023-03-06 17:48:25
477,mancora,-4.1078,-81.0475,26.06,79,100,5.49,PE,2023-03-06 17:48:25
478,dillon,34.4166,-79.3712,25.02,41,5,2.31,US,2023-03-06 17:48:25
479,hot springs,34.5037,-93.0552,24.19,38,0,3.09,US,2023-03-06 17:45:32
480,anshun,26.25,105.9333,12.16,93,99,3.18,CN,2023-03-06 17:46:11
481,dukat,62.55,155.55,-27.29,96,93,0.28,RU,2023-03-06 17:48:26
482,valdosta,30.8327,-83.2785,26.1,62,0,0.45,US,2023-03-06 17:48:26
483,bintulu,3.1667,113.0333,25.23,100,40,1.54,MY,2023-03-06 17:48:26
484,turayf,31.6725,38.6637,17.14,39,0,6.17,SA,2023-03-06 17:48:26
485,lasa,46.6166,10.7002,7.49,94,91,0.34,IT,2023-03-06 17:48:26
486,san juan,-31.5375,-68.5364,36.41,24,0,8.4,AR,2023-03-06 17:47:28
487,portland,45.5234,-122.6762,6.27,89,100,5.14,US,2023-03-06 17:40:03
488,shambu,9.5667,37.1,15.53,50,64,2.0,ET,2023-03-06 17:48:27
489,roma,43.2128,-75.4557,3.74,52,0,2.57,US,2023-03-06 17:47:59
490,bethanien,-26.502,17.1583,24.59,26,0,7.06,NA,2023-03-06 17:48:27
491,yamada,39.4667,141.95,3.24,59,0,2.38,JP,2023-03-06 17:48:27
492,zhuhai,22.2769,113.5678,20.48,72,0,3.09,CN,2023-03-06 17:48:27
493,pangnirtung,66.1451,-65.7125,1.0,75,75,0.0,CA,2023-03-06 17:48:28
494,aranos,-24.1333,19.1167,27.25,14,1,2.75,NA,2023-03-06 17:48:28
495,miraflores,19.2167,-98.8083,22.24,24,58,1.76,MX,2023-03-06 17:48:28
496,sakakah,29.9697,40.2064,24.76,21,25,4.04,SA,2023-03-06 17:48:28
497,loiza,18.4313,-65.8802,28.23,69,40,5.66,PR,2023-03-06 17:48:28
498,fougamou,-1.2154,10.5838,25.84,93,96,0.97,GA,2023-03-06 17:48:28
499,chifeng,42.2683,118.9636,4.64,31,4,2.55,CN,2023-03-06 17:48:28
500,bilibino,68.0546,166.4372,-37.1,98,27,1.84,RU,2023-03-06 17:48:29
501,pirassununga,-21.9961,-47.4258,23.81,69,75,8.23,BR,2023-03-06 17:48:29
502,praia da vitoria,38.7333,-27.0667,17.14,94,75,14.64,PT,2023-03-06 17:48:29
503,berlevag,70.8578,29.0864,-9.11,52,75,3.6,NO,2023-03-06 17:48:29
504,rumoi,43.9344,141.6428,2.35,88,98,3.33,JP,2023-03-06 17:48:29
505,ruwi,23.5996,58.5507,24.83,55,0,2.76,OM,2023-03-06 17:48:29
506,vostok,46.4856,135.8833,-2.14,99,94,2.07,RU,2023-03-06 17:48:30
507,staryy krym,45.0333,35.1,3.33,71,22,2.31,UA,2023-03-06 17:48:30
508,brejo santo,-7.4933,-38.9872,32.13,22,98,1.16,BR,2023-03-06 17:48:30
509,constantine,36.365,6.6147,11.67,71,40,5.66,DZ,2023-03-06 17:46:19
510,esmeraldas,-19.7625,-44.3139,32.06,45,11,1.68,BR,2023-03-06 17:48:30
511,trelew,-43.249,-65.3051,33.37,15,16,8.77,AR,2023-03-06 17:48:30
512,coahuayana,18.7333,-103.6833,30.13,45,32,2.66,MX,2023-03-06 17:48:31
513,astana,51.1801,71.446,-1.03,93,100,9.0,KZ,2023-03-06 17:42:36
514,troitskoye,52.9821,84.6757,-4.13,94,100,3.93,RU,2023-03-06 17:48:31
515,derzhavinsk,51.1,66.3167,0.49,98,100,5.06,KZ,2023-03-06 17:48:31
516,maningrida,-12.0667,134.2667,25.86,82,100,5.66,AU,2023-03-06 17:48:31
517,jiayuguan,39.8167,98.3,5.39,30,83,2.6,CN,2023-03-06 17:48:31
518,san antero,9.3741,-75.7589,29.57,67,49,5.27,CO,2023-03-06 17:48:31
519,selenginsk,52.0064,106.8647,-5.77,96,100,1.54,RU,2023-03-06 17:48:32
520,wamba,8.9333,8.6,33.41,24,51,1.98,NG,2023-03-06 17:48:32
521,port lincoln,-34.7333,135.8667,15.96,65,62,5.37,AU,2023-03-06 17:48:32
522,stromness,58.965,-3.296,0.98,60,100,13.35,GB,2023-03-06 17:48:32
523,labrea,-7.2586,-64.7981,24.69,91,100,1.05,BR,2023-03-06 17:48:32
524,half moon bay,37.4636,-122.4286,10.63,79,0,4.63,US,2023-03-06 17:48:33
525,ayna,-12.65,-73.9167,21.71,72,94,2.67,PE,2023-03-06 17:48:33
526,buala,-8.145,159.5921,26.3,84,79,2.57,SB,2023-03-06 17:48:33
527,vilyuysk,63.7553,121.6247,-20.41,98,100,2.26,RU,2023-03-06 17:48:33
528,gladstone,-23.85,151.25,20.96,83,24,2.57,AU,2023-03-06 17:48:33
529,lityn,49.3251,28.0809,-0.43,79,99,1.43,UA,2023-03-06 17:48:33
530,klyuchi,52.2667,79.1667,-1.59,86,100,6.07,RU,2023-03-06 17:48:33
531,muravlenko,63.7898,74.523,-11.82,96,99,4.47,RU,2023-03-06 17:48:34
532,ha giang,22.8333,104.9833,19.9,85,92,1.07,VN,2023-03-06 17:48:34
533,mount isa,-20.7333,139.5,22.87,100,40,3.09,AU,2023-03-06 17:48:34
534,jaru,-10.4389,-62.4664,31.49,64,98,0.78,BR,2023-03-06 17:48:34
535,skjervoy,70.0311,20.9714,-10.0,61,78,5.33,NO,2023-03-06 17:48:34
536,tiznit,29.5833,-9.5,16.58,54,86,2.94,MA,2023-03-06 17:48:34
537,shalazhi,43.0978,45.3608,5.64,92,97,3.1,RU,2023-03-06 17:48:34
538,north las vegas,36.1989,-115.1175,12.19,43,0,5.66,US,2023-03-06 17:48:35
539,riverton,40.5219,-111.9391,2.31,77,75,2.24,US,2023-03-06 17:48:35
540,okhotsk,59.3833,143.3,-24.49,96,58,1.22,RU,2023-03-06 17:48:35
541,susanville,40.4163,-120.653,-0.66,77,100,1.54,US,2023-03-06 17:48:35
542,chadiza,-14.0678,32.4392,19.71,96,86,0.46,ZM,2023-03-06 17:48:35
543,aviles,43.5547,-5.9248,12.18,75,40,2.57,ES,2023-03-06 17:48:35
544,orleans,30.0335,-89.9501,29.44,70,100,5.14,US,2023-03-06 17:48:36
545,laukaa,58.7372,29.8453,-5.87,96,97,2.26,RU,2023-03-06 17:48:36
546,bayji,34.9311,43.487,20.12,33,93,5.94,IQ,2023-03-06 17:48:36
547,barra do corda,-5.5,-45.25,29.52,74,69,2.8,BR,2023-03-06 17:48:36
548,phangnga,8.4509,98.5298,23.02,86,25,1.83,TH,2023-03-06 17:48:36
549,asau,46.4333,26.4,0.71,62,100,1.93,RO,2023-03-06 17:48:36
550,kologriv,58.8275,44.3178,-7.14,98,100,1.37,RU,2023-03-06 17:48:36
551,fairlie,55.756,-4.8556,4.11,78,56,1.79,GB,2023-03-06 17:48:37
552,aktau,43.65,51.2,7.32,92,80,8.56,KZ,2023-03-06 17:48:37
553,ostrovnoy,68.0531,39.5131,-11.15,91,100,4.74,RU,2023-03-06 17:48:37
554,boundiali,9.5217,-6.4869,36.78,15,73,2.25,CI,2023-03-06 17:48:37
555,leopold,-38.1833,144.4667,16.01,69,50,8.23,AU,2023-03-06 17:48:37
556,ugoofaaru,5.6667,73.0,27.12,80,76,5.66,MV,2023-03-06 17:48:37
557,luorong,24.4058,109.6086,22.47,47,98,3.48,CN,2023-03-06 17:48:38
558,abnub,27.2696,31.1511,21.14,26,62,6.68,EG,2023-03-06 17:48:38
559,dali,25.7,100.1833,9.25,57,0,2.62,CN,2023-03-06 17:46:27
560,petrolina,-9.3986,-40.5008,37.03,28,40,3.6,BR,2023-03-06 17:48:38
561,penzance,50.1186,-5.5371,7.65,65,20,4.63,GB,2023-03-06 17:48:38
562,namibe,-15.1961,12.1522,22.43,74,37,3.97,AO,2023-03-06 17:48:38
563,tautira,-17.7333,-149.15,25.05,87,100,7.74,PF,2023-03-06 17:45:14
564,a coruna,43.3713,-8.396,13.78,79,20,2.06,ES,2023-03-06 17:48:02
